pokemonid,name,Pokedex,sprite,type1id,type2id,speciesid,height,weight,abilities1id,abilities2id,abilities3id,evYield,catchRate,baseFriendship,baseExp,growthRate,eggGroups1id,eggGroups2id,gender,eggCycles,hpBase,hpMin,hpMax,attackBase,attackMin,attackMax,defenseBase,defenseMin,defenseMax,specialAttackBase,specialAttackMin,specialAttackMax,specialDefenseBase,specialDefenseMin,specialDefenseMax,speedBase,speedMin,speedMax,spriteImage
65,Basculegion Male,902,https://drive.google.com/file/d/1qzoV7_u50h0AmngjbIvOJKCn1aZnfffp/view?usp=drivesdk,18,9,46,3.0 m (9′10″),110.0 kg (242.5 lbs),381,2,210,3 HP,"45 (5.9% with PokéBall, full HP)",50 (normal),265,Medium Fast,15,,"100% male, 0% female","20 (4,884–5,140 steps)",120,350,444,112,206,355,65,121,251,80,148,284,75,139,273,78,144,280,
66,Basculegion Female,902,https://drive.google.com/file/d/1-XQu-ZKRqQIbRPgwaCWjpKUKa4vQ1sGt/view?usp=drivesdk,18,9,46,3.0 m (9′10″),110.0 kg (242.5 lbs),381,2,210,3 HP,"45 (5.9% with PokéBall, full HP)",50 (normal),265,Medium Fast,15,,"0% male, 100% female","20 (4,884–5,140 steps)",120,350,444,92,170,311,65,121,251,100,184,328,75,139,273,78,144,280,
67,Basculin Red-Striped Form,902,https://drive.google.com/file/d/1YaIBjWkkV_aDts8mLX4yElhrvpGgR_CS/view?usp=drivesdk,18,,47,1.0 m (3′03″),18.0 kg (39.7 lbs),281,2,210,2 Speed,"25 (3.3% with PokéBall, full HP)",50 (normal),161,Medium Fast,15,,"50% male, 50% female","40 (10,024–10,280 steps)",70,250,344,92,170,311,65,121,251,80,148,284,55,103,229,98,180,324,
68,Basculin Blue-Striped Form,902,https://drive.google.com/file/d/1aksusR_qdkjsgsujhnNR2CQrPogmfps8/view?usp=drivesdk,18,,47,1.0 m (3′03″),18.0 kg (39.7 lbs),290,2,210,2 Speed,"25 (3.3% with PokéBall, full HP)",50 (normal),161,Medium Fast,15,,"50% male, 50% female","40 (10,024–10,280 steps)",70,250,344,92,170,311,65,121,251,80,148,284,55,103,229,98,180,324,
69,Basculin White-Striped Form,902,https://drive.google.com/file/d/1G7IEspdCsW1dfvmRDGBw0-97ddLG6Dtw/view?usp=drivesdk,18,,48,1.0 m (3′03″),18.0 kg (39.7 lbs),278,2,210,2 Speed,"25 (3.3% with PokéBall, full HP)",50 (normal),161,Medium Fast,15,,"50% male, 50% female","40 (10,024–10,280 steps)",70,250,344,92,170,311,65,121,251,80,148,284,55,103,229,98,180,324,
70,Bastiodon,411,https://drive.google.com/file/d/1qv7TW5KRjnj8duud6GiHzwLc9v0qZyXB/view?usp=drivesdk,16,17,49,1.3 m (4′03″),149.5 kg (329.6 lbs),369,346,,2 Defense,"45 (5.9% with PokéBall, full HP)",50 (normal),173,Erratic,12,,"87.5% male, 12.5% female","30 (7,454–7,710 steps)",60,230,324,52,98,223,168,306,478,47,89,212,138,252,412,30,58,174,
71,Baxcalibur,998,https://drive.google.com/file/d/1mGQadusZzxe9xKsFvpbYBCVOwwbgKYyH/view?usp=drivesdk,3,12,50,2.1 m (6′11″),210.0 kg (463.0 lbs),398,149,,3 Attack,"10 (1.3% with PokéBall, full HP)",50 (normal),300,Slow,5,11,"50% male, 50% female","40 (10,024–10,280 steps)",115,340,434,145,265,427,92,170,311,75,139,273,86,159,298,87,161,300,
72,Bayleef,153,https://drive.google.com/file/d/1egkx5I9PV8RGgwPnITSThCr_p96HTKbK/view?usp=drivesdk,10,,51,1.2 m (3′11″),15.8 kg (34.8 lbs),233,177,,"1 Defense, 1 Sp. Def","45 (5.9% with PokéBall, full HP)",50 (normal),142,Medium Slow,9,12,"87.5% male, 12.5% female","20 (4,884–5,140 steps)",60,230,324,62,116,245,80,148,284,63,117,247,80,148,284,60,112,240,
73,Beartic,614,https://drive.google.com/file/d/1N8z3Tm1XEPVfncj2xl3R0Wz6QFBaj_qQ/view?usp=drivesdk,12,,52,2.6 m (8′06″),260.0 kg (573.2 lbs),337,333,382,2 Attack,"60 (7.8% with PokéBall, full HP)",50 (normal),177,Medium Fast,7,,"50% male, 50% female","20 (4,884–5,140 steps)",95,300,394,130,238,394,80,148,284,70,130,262,80,148,284,50,94,218,
74,Beautifly,267,https://drive.google.com/file/d/1944cOmFGm1myq1AGRgw7NQPZZbNX2EC4/view?usp=drivesdk,1,8,53,1.0 m (3′03″),28.4 kg (62.6 lbs),377,288,,3 Sp. Atk,"45 (5.9% with PokéBall, full HP)",50 (normal),178,Medium Fast,3,,"50% male, 50% female","15 (3,599–3,855 steps)",60,230,324,70,130,262,50,94,218,100,184,328,50,94,218,65,121,251,
75,Beedrill,15,https://drive.google.com/file/d/1QA4rWI088trfoEkk6Cx-SMq7XBrRm_AZ/view?usp=drivesdk,1,14,54,1.0 m (3′03″),29.5 kg (65.0 lbs),377,336,,"2 Attack, 1 Sp. Def","45 (5.9% with PokéBall, full HP)",50 (normal),178,Medium Fast,3,,"50% male, 50% female","15 (3,599–3,855 steps)",65,240,334,90,166,306,40,76,196,45,85,207,80,148,284,75,139,273,
76,Mega Beedrill,15,https://drive.google.com/file/d/1wqRwJfiv5uxozlJLwGQygEKMl05ZSknf/view?usp=drivesdk,1,14,54,1.4 m (4′07″),40.5 kg (89.3 lbs),2,,,"2 Attack, 1 Sp. Def","45 (5.9% with PokéBall, full HP)",50 (normal),223,Medium Fast,3,,"50% male, 50% female","15 (3,599–3,855 steps)",65,240,334,150,274,438,40,76,196,15,31,141,80,148,284,145,265,427,
77,Beheeyem,606,https://drive.google.com/file/d/1uqaKty_0o7QPuTGR8jEoDb_aeKv9i8wA/view?usp=drivesdk,15,,55,1.0 m (3′03″),34.5 kg (76.1 lbs),392,385,8,2 Sp. Atk,"90 (11.8% with PokéBall, full HP)",50 (normal),170,Medium Fast,10,,"50% male, 50% female","20 (4,884–5,140 steps)",75,260,354,75,139,273,75,139,273,125,229,383,95,175,317,40,76,196,
78,Beldum,374,https://drive.google.com/file/d/1pxUNfVknY4vDp-o4rYLwKpCEAJRVfhrG/view?usp=drivesdk,17,15,56,0.6 m (2′00″),95.2 kg (209.9 lbs),39,181,,1 Defense,"3 (0.4% with PokéBall, full HP)",35 (lower than normal),60,Slow,11,,Genderless,"40 (10,024–10,280 steps)",40,190,284,55,103,229,80,148,284,35,67,185,60,112,240,30,58,174,
79,Bellibolt,939,https://drive.google.com/file/d/1PqB25liwYsG-EL6vQqr2bWsQFfh3Uu65/view?usp=drivesdk,4,,57,1.2 m (3′11″),113.0 kg (249.1 lbs),90,355,64,2 HP,"50 (6.5% with PokéBall, full HP)",50 (normal),173,Medium Fast,14,,"50% male, 50% female","20 (4,884–5,140 steps)",109,328,422,64,119,249,91,168,309,103,189,335,83,153,291,45,85,207,
80,Bellossom,182,https://drive.google.com/file/d/1KIJUepX97BTnDaazoOsqB6kMqKAkePYY/view?usp=drivesdk,10,,58,0.4 m (1′04″),5.8 kg (12.8 lbs),37,132,,3 Sp. Def,"45 (5.9% with PokéBall, full HP)",50 (normal),221,Medium Slow,9,,"50% male, 50% female","20 (4,884–5,140 steps)",75,260,354,80,148,284,95,175,317,90,166,306,100,184,328,50,94,218,
81,Bellsprout,69,https://drive.google.com/file/d/1i3KtDXpZUnpS9237R0Uur7y53W7QZfAg/view?usp=drivesdk,10,14,58,0.7 m (2′04″),4.0 kg (8.8 lbs),37,115,,1 Attack,"255 (33.3% with PokéBall, full HP)",50 (normal),60,Medium Slow,9,,"50% male, 50% female","20 (4,884–5,140 steps)",50,210,304,75,139,273,35,67,185,70,130,262,30,58,174,40,76,196,
82,Bergmite,712,https://drive.google.com/file/d/195p3_s0P8z76gDwwVq3DUCmpZsUys4zH/view?usp=drivesdk,12,,59,1.0 m (3′03″),99.5 kg (219.4 lbs),235,148,370,1 Defense,"190 (24.8% with PokéBall, full HP)",50 (normal),61,Medium Fast,11,12,"50% male, 50% female","20 (4,884–5,140 steps)",55,220,314,69,128,260,85,157,295,32,62,179,35,67,185,28,54,170,
83,Bewear,760,https://drive.google.com/file/d/1iD1ZRdCy7FJYS1N4dd_mtgX7EmYzrp_F/view?usp=drivesdk,13,6,60,2.1 m (6′11″),135.0 kg (297.6 lbs),102,174,420,2 Attack,"70 (9.1% with PokéBall, full HP)",50 (normal),175,Medium Fast,7,,"50% male, 50% female","15 (3,599–3,855 steps)",120,350,444,125,229,383,80,148,284,55,103,229,60,112,240,60,112,240,
84,Bibarel,400,https://drive.google.com/file/d/1DyWMjRDOQHV3ILGJ-LqPnnQ4Qmun96bf/view?usp=drivesdk,13,18,61,1.0 m (3′03″),31.5 kg (69.4 lbs),327,415,211,2 Attack,"127 (16.6% with PokéBall, full HP)",50 (normal),144,Medium Fast,7,14,"50% male, 50% female","15 (3,599–3,855 steps)",79,268,362,85,157,295,60,112,240,55,103,229,60,112,240,71,132,265,
85,Bidoof,399,https://drive.google.com/file/d/1-cmjSgeQ6qiLpe34Hp9ZLMjRyyZ5FvwY/view?usp=drivesdk,13,,62,0.5 m (1′08″),20.0 kg (44.1 lbs),327,415,211,1 HP,"255 (33.3% with PokéBall, full HP)",50 (normal),50,Medium Fast,7,14,"50% male, 50% female","15 (3,599–3,855 steps)",59,228,322,45,85,207,40,76,196,35,67,185,40,76,196,31,60,177,
86,Binacle,688,https://drive.google.com/file/d/1EhT-sOnL2DGzKGtWT2UqXPHuApHswZ3h/view?usp=drivesdk,16,18,63,0.5 m (1′08″),31.0 kg (68.3 lbs),335,405,241,1 Attack,"120 (15.7% with PokéBall, full HP)",50 (normal),61,Medium Fast,16,,"50% male, 50% female","20 (4,884–5,140 steps)",42,194,288,52,98,223,67,125,256,39,74,194,56,105,232,50,94,218,
87,Bisharp,625,https://drive.google.com/file/d/1Ei7BSd-KKV47tR9fHE6TW5iuXO1P2nyY/view?usp=drivesdk,2,17,64,1.6 m (5′03″),70.0 kg (154.3 lbs),70,160,260,2 Attack,"45 (5.9% with PokéBall, full HP)",35 (lower than normal),172,Medium Fast,10,,"50% male, 50% female","20 (4,884–5,140 steps)",65,240,334,125,229,383,100,184,328,60,112,240,70,130,262,70,130,262,
88,Blacephalon,806,https://drive.google.com/file/d/1GJNE1jiC62nRTmC0XsPwKgEIK3ZEDNRO/view?usp=drivesdk,7,9,65,1.8 m (5′11″),13.0 kg (28.7 lbs),27,,,3 Sp. Atk,"30 (3.9% with PokéBall, full HP)",0 (lower than normal),257,Slow,13,,Genderless,"120 (30,584–30,840 steps)",53,216,310,127,233,388,53,99,225,151,276,441,79,146,282,107,197,344,
89,Blastoise,9,https://drive.google.com/file/d/1gCn07UYrWX7LB4N5e_AhT7vj1Zl_0QSL/view?usp=drivesdk,18,,66,1.6 m (5′03″),85.5 kg (188.5 lbs),403,277,,3 Sp. Def,"45 (5.9% with PokéBall, full HP)",50 (normal),239,Medium Slow,12,14,"87.5% male, 12.5% female","20 (4,884–5,140 steps)",79,268,362,83,153,291,100,184,328,85,157,295,105,193,339,78,144,280,
90,Mega Blastoise,9,https://drive.google.com/file/d/1XZynoIRtDHbTcNARmOJNZ3uCtQFTiivO/view?usp=drivesdk,18,,66,1.6 m (5′03″),101.1 kg (222.9 lbs),200,,,3 Sp. Def,"45 (5.9% with PokéBall, full HP)",50 (normal),284,Medium Slow,12,14,"87.5% male, 12.5% female","20 (4,884–5,140 steps)",79,268,362,103,189,335,120,220,372,135,247,405,115,211,361,78,144,280,
91,Blaziken,257,https://drive.google.com/file/d/1W2GMtrw3b3Uu6FRJt1QtedWSieV496u_/view?usp=drivesdk,7,6,67,1.9 m (6′03″),52.0 kg (114.6 lbs),31,348,,3 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),239,Medium Slow,7,,"87.5% male, 12.5% female","20 (4,884–5,140 steps)",80,270,364,120,220,372,70,130,262,110,202,350,70,130,262,80,148,284,
92,Mega Blaziken,257,https://drive.google.com/file/d/1qdHjtyY2mKOP6XrQBd6mefAVNHjMFY4j/view?usp=drivesdk,7,6,67,1.9 m (6′03″),52.0 kg (114.6 lbs),347,,,3 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),284,Medium Slow,7,,"87.5% male, 12.5% female","20 (4,884–5,140 steps)",80,270,364,160,292,460,80,148,284,130,238,394,80,148,284,100,184,328,
93,Blipbug,824,https://drive.google.com/file/d/1OYtuUyU9v_Ork20SG8J4QovU6ROvIoDo/view?usp=drivesdk,1,,68,0.4 m (1′04″),8.0 kg (17.6 lbs),377,48,393,1 Sp. Def,"255 (33.3% with PokéBall, full HP)",50 (normal),36,Medium Fast,3,,"50% male, 50% female","15 (3,599–3,855 steps)",25,160,254,20,40,152,20,40,152,25,49,163,45,85,207,45,85,207,
94,Blissey,242,https://drive.google.com/file/d/1AZl-P6Vg54SL6mD3bIGIMGH_wa6lE7Ni/view?usp=drivesdk,13,,69,1.5 m (4′11″),46.8 kg (103.2 lbs),220,312,132,3 HP,"30 (3.9% with PokéBall, full HP)",140 (higher than normal),635,Fast,6,,"0% male, 100% female","40 (10,024–10,280 steps)",255,620,714,10,22,130,10,22,130,75,139,273,135,247,405,55,103,229,
95,Blitzle,522,https://drive.google.com/file/d/1fJgf5SH-cOawZVAAfJEgFJzr9mZcz8Jl/view?usp=drivesdk,4,,70,0.8 m (2′07″),29.8 kg (65.7 lbs),182,212,306,1 Speed,"190 (24.8% with PokéBall, full HP)",50 (normal),59,Medium Fast,7,,"50% male, 50% female","20 (4,884–5,140 steps)",45,200,294,60,112,240,32,62,179,50,94,218,32,62,179,76,141,276,
96,Boldore,525,https://drive.google.com/file/d/1IPS-yhwVpX5cgPWustHpVhH7idGp1WGa/view?usp=drivesdk,16,,71,0.9 m (2′11″),102.0 kg (224.9 lbs),369,435,298,"1 Attack, 1 Defense","120 (15.7% with PokéBall, full HP)",50 (normal),137,Medium Slow,11,,"50% male, 50% female","15 (3,599–3,855 steps)",70,250,344,105,193,339,105,193,339,50,94,218,40,76,196,20,40,152,
97,Boltund,836,https://drive.google.com/file/d/1X1YNSgIS9LByxIqHjK_bOj7W9GKlz7_t/view?usp=drivesdk,4,,72,1.0 m (3′03″),34.0 kg (75.0 lbs),368,47,,2 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),172,Fast,7,,"50% male, 50% female","20 (4,884–5,140 steps)",69,248,342,90,166,306,60,112,240,90,166,306,60,112,240,121,222,375,
98,Bombirdier,962,https://drive.google.com/file/d/1sKG9gmU7RlMpVq0jXmxCkiuhcCi9zUB3/view?usp=drivesdk,8,2,73,1.5 m (4′11″),42.9 kg (94.6 lbs),29,172,292,2 Attack,"25 (3.3% with PokéBall, full HP)",50 (normal),243,Slow,8,,"50% male, 50% female","35 (8,739–8,995 steps)",70,250,344,103,189,335,85,157,295,60,112,240,85,157,295,82,152,289,
99,Bonsly,438,https://drive.google.com/file/d/1BKIOVbngPdvrfJZDrLLKQP3j28MetEG5/view?usp=drivesdk,16,,74,0.5 m (1′08″),15.0 kg (33.1 lbs),369,290,279,1 Defense,"255 (33.3% with PokéBall, full HP)",50 (normal),58,Medium Fast,13,,"50% male, 50% female","20 (4,884–5,140 steps)",50,210,304,80,148,284,95,175,317,10,22,130,45,85,207,10,22,130,
100,Bouffalant,626,https://drive.google.com/file/d/1gA4oLFHxRuv_AshAiY4q1hIqi6HQWdKL/view?usp=drivesdk,13,,75,1.6 m (5′03″),94.6 kg (208.6 lbs),281,305,346,2 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),172,Medium Fast,7,,"50% male, 50% female","20 (4,884–5,140 steps)",95,300,394,110,202,350,95,175,317,40,76,196,95,175,317,55,103,229,
101,Bounsweet,761,https://drive.google.com/file/d/18kE29ogM3FBGF2RW-gBh4on5XdI0wjWM/view?usp=drivesdk,10,,76,0.3 m (1′00″),3.2 kg (7.1 lbs),176,227,380,1 HP,"235 (30.7% with PokéBall, full HP)",50 (normal),42,Medium Slow,9,,"0% male, 100% female","20 (4,884–5,140 steps)",42,194,288,30,58,174,38,72,192,30,58,174,38,72,192,32,62,179,
102,Braixen,654,https://drive.google.com/file/d/1ZUENVelXGTCHJRJ6BR6e1-vM0j_R0yu4/view?usp=drivesdk,7,,77,1.0 m (3′03″),14.5 kg (32.0 lbs),31,195,,2 Sp. Atk,"45 (5.9% with PokéBall, full HP)",50 (normal),143,Medium Slow,7,,"87.5% male, 12.5% female","20 (4,884–5,140 steps)",59,228,322,59,110,238,58,108,236,90,166,306,70,130,262,73,135,269,
103,Brambleghast,947,https://drive.google.com/file/d/1PsnZHL4wA-M8AyrqQrvgzJ0A2GToXF1d/view?usp=drivesdk,10,9,78,1.2 m (3′11″),6.0 kg (13.2 lbs),442,158,,2 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),168,Medium Fast,9,,"50% male, 50% female","20 (4,884–5,140 steps)",55,220,314,115,211,361,70,130,262,80,148,284,70,130,262,90,166,306,
104,Bramblin,946,https://drive.google.com/file/d/1Yvk-y3XCK8ScZh_FwXQBF_8Unh-_MWfr/view?usp=drivesdk,10,9,78,0.6 m (2′00″),0.6 kg (1.3 lbs),442,158,,1 Attack,"190 (24.8% with PokéBall, full HP)",50 (normal),55,Medium Fast,9,,"50% male, 50% female","20 (4,884–5,140 steps)",40,190,284,65,121,251,30,58,174,45,85,207,35,67,185,60,112,240,
105,Braviary,628,https://drive.google.com/file/d/1BhEC4Oo1Vryd0y1z1hXAdx05V-FC7Xxi/view?usp=drivesdk,13,8,79,1.5 m (4′11″),41.0 kg (90.4 lbs),172,321,71,2 Attack,"60 (7.8% with PokéBall, full HP)",50 (normal),179,Slow,8,,"100% male, 0% female","20 (4,884–5,140 steps)",100,310,404,123,225,379,75,139,273,57,107,234,75,139,273,80,148,284,
106,Hisuian Braviary,628,https://drive.google.com/file/d/1VWY6HeMnHt9GzXkaZUUFLSfVmke-wW1A/view?usp=drivesdk,15,8,80,1.7 m (5′07″),43.4 kg (95.7 lbs),172,321,402,2 Sp. Atk,"60 (7.8% with PokéBall, full HP)",50 (normal),179,Slow,8,,"100% male, 0% female","20 (4,884–5,140 steps)",110,330,424,83,153,291,70,130,262,112,206,355,70,130,262,65,121,251,
107,Breloom,286,https://drive.google.com/file/d/1VwEl8LKs4OGCpQLwzCi-WZd1XCGrXy_j/view?usp=drivesdk,10,6,13,1.2 m (3′11″),39.2 kg (86.4 lbs),86,248,391,2 Attack,"90 (11.8% with PokéBall, full HP)",50 (normal),161,Fluctuating,6,9,"50% male, 50% female","15 (3,599–3,855 steps)",60,230,324,130,238,394,80,148,284,60,112,240,60,112,240,70,130,262,
108,Brionne,729,https://drive.google.com/file/d/1xaiW1UvHMqbXevBntWzym3sqAcxKis65/view?usp=drivesdk,18,,81,0.6 m (2′00″),17.5 kg (38.6 lbs),403,188,,2 Sp. Atk,"45 (5.9% with PokéBall, full HP)",50 (normal),147,Medium Slow,7,14,"87.5% male, 12.5% female","15 (3,599–3,855 steps)",60,230,324,69,128,260,69,128,260,91,168,309,81,150,287,50,94,218,
109,Bronzong,437,https://drive.google.com/file/d/1UAHSa_paPwKt4NNdrDSPffhETq_98ms0/view?usp=drivesdk,17,15,82,1.3 m (4′03″),187.0 kg (412.3 lbs),178,133,136,"1 Defense, 1 Sp. Def","90 (11.8% with PokéBall, full HP)",50 (normal),175,Medium Fast,11,,Genderless,"20 (4,884–5,140 steps)",67,244,338,89,164,304,116,213,364,79,146,282,116,213,364,33,63,181,
110,Bronzor,436,https://drive.google.com/file/d/1uH9_4DTmsSFaQCOe_1NP1dRu27USuyG4/view?usp=drivesdk,17,15,83,0.5 m (1′08″),60.5 kg (133.4 lbs),178,133,136,1 Defense,"255 (33.3% with PokéBall, full HP)",50 (normal),60,Medium Fast,11,,Genderless,"20 (4,884–5,140 steps)",57,224,318,24,47,161,86,159,298,24,47,161,86,159,298,23,45,159,
111,Brute Bonnet,986,https://drive.google.com/file/d/1vx_niYYLs7YuNkxX91N7A2Vdu_YZ74OM/view?usp=drivesdk,10,2,84,1.2 m (3′11″),21.0 kg (46.3 lbs),265,,,3 Attack,"50 (6.5% with PokéBall, full HP)",0 (lower than normal),285,Slow,13,,Genderless,"50 (12,594–12,850 steps)",111,332,426,127,233,388,99,182,326,79,146,282,99,182,326,55,103,229,
112,Bruxish,779,https://drive.google.com/file/d/1f8UXtfwA0Lsv0OCZCLWAtoi4hdzR7L0n/view?usp=drivesdk,18,15,85,0.9 m (2′11″),19.0 kg (41.9 lbs),68,368,445,2 Attack,"80 (10.5% with PokéBall, full HP)",50 (normal),166,Medium Fast,15,,"50% male, 50% female","15 (3,599–3,855 steps)",68,246,340,105,193,339,70,130,262,70,130,262,70,130,262,92,170,311,
113,Budew,406,https://drive.google.com/file/d/1KVN5p4PdnzdTZNvStNd42RU940o0IhUD/view?usp=drivesdk,10,14,86,0.2 m (0′08″),1.2 kg (2.6 lbs),220,250,177,1 Sp. Atk,"255 (33.3% with PokéBall, full HP)",50 (normal),56,Medium Slow,13,,"50% male, 50% female","20 (4,884–5,140 steps)",40,190,284,30,58,174,35,67,185,50,94,218,70,130,262,55,103,229,
114,Buizel,418,https://drive.google.com/file/d/1jj4fNSnfqvQR2XkwjU4D7oyZT-cQqlix/view?usp=drivesdk,18,,87,0.7 m (2′04″),29.5 kg (65.0 lbs),381,434,,1 Speed,"190 (24.8% with PokéBall, full HP)",50 (normal),66,Medium Fast,7,14,"50% male, 50% female","20 (4,884–5,140 steps)",55,220,314,65,121,251,35,67,185,60,112,240,30,58,174,85,157,295,
115,Bulbasaur,1,https://drive.google.com/file/d/1S4Z3Volxrg6yPc5e7nA_5QNPieHZmiPe/view?usp=drivesdk,10,14,88,0.7 m (2′04″),6.9 kg (15.2 lbs),233,38,,1 Sp. Atk,"45 (5.9% with PokéBall, full HP)",50 (normal),64,Medium Slow,9,12,"87.5% male, 12.5% female","20 (4,884–5,140 steps)",45,200,294,49,92,216,49,92,216,65,121,251,65,121,251,45,85,207,
116,Buneary,427,https://drive.google.com/file/d/19RmTC_A-phyCq8QyjBmqOoQF8XMPA3Mg/view?usp=drivesdk,13,,89,0.4 m (1′04″),5.5 kg (12.1 lbs),295,174,185,1 Speed,"190 (24.8% with PokéBall, full HP)",0 (lower than normal),70,Medium Fast,7,10,"50% male, 50% female","20 (4,884–5,140 steps)",55,220,314,66,123,254,44,83,205,44,83,205,56,105,232,85,157,295,
117,Bunnelby,659,https://drive.google.com/file/d/1Ih8-3FTv6cCb2IFfLfLpqS13a7kFhQvm/view?usp=drivesdk,13,,90,0.4 m (1′04″),5.0 kg (11.0 lbs),242,35,141,1 Speed,"255 (33.3% with PokéBall, full HP)",50 (normal),47,Medium Fast,7,,"50% male, 50% female","15 (3,599–3,855 steps)",38,186,280,36,69,188,38,72,192,32,62,179,36,69,188,57,107,234,
118,Burmy Plant Cloak,659,https://drive.google.com/file/d/1ilSQx4X0cvLkrsiZD1RXpyVxb3gjTeHY/view?usp=drivesdk,1,,91,0.2 m (0′08″),3.4 kg (7.5 lbs),319,232,,1 Sp. Def,"120 (15.7% with PokéBall, full HP)",50 (normal),45,Medium Fast,3,,"50% male, 50% female","15 (3,599–3,855 steps)",40,190,284,29,56,172,45,85,207,29,56,172,45,85,207,36,69,188,
119,Burmy Sandy Cloak,659,https://drive.google.com/file/d/14nmsv-RWE5NrN9tiHB6FMcgieiyhioZN/view?usp=drivesdk,1,,91,0.2 m (0′08″),3.4 kg (7.5 lbs),319,232,,1 Sp. Def,"120 (15.7% with PokéBall, full HP)",50 (normal),45,Medium Fast,3,,"50% male, 50% female","15 (3,599–3,855 steps)",40,190,284,29,56,172,45,85,207,29,56,172,45,85,207,36,69,188,
120,Burmy Trash Cloak,659,https://drive.google.com/file/d/1HNHSwxgsYeTTBqenkt-bdX6QT1r0NlFs/view?usp=drivesdk,1,,91,0.2 m (0′08″),3.4 kg (7.5 lbs),319,232,,1 Sp. Def,"120 (15.7% with PokéBall, full HP)",50 (normal),45,Medium Fast,3,,"50% male, 50% female","15 (3,599–3,855 steps)",40,190,284,29,56,172,45,85,207,29,56,172,45,85,207,36,69,188,
121,Butterfree,12,https://drive.google.com/file/d/1ceqYRWfKf0mO7kV7oYahusZZOWhR5qdd/view?usp=drivesdk,1,8,53,1.1 m (3′07″),32.0 kg (70.5 lbs),48,402,,"2 Sp. Atk, 1 Sp. Def","45 (5.9% with PokéBall, full HP)",50 (normal),178,Medium Fast,3,,"50% male, 50% female","15 (3,599–3,855 steps)",60,230,324,45,85,207,50,94,218,90,166,306,80,148,284,70,130,262,
122,Buzzwole,794,https://drive.google.com/file/d/1DiB5ypsZeJiIbLGSVrQY9pcEBPpj0hg_/view?usp=drivesdk,1,6,92,2.4 m (7′10″),333.6 kg (735.5 lbs),27,,,"1 Attack, 2 Defense","45 (5.9% with PokéBall, full HP)",0 (lower than normal),257,Slow,13,,Genderless,"120 (30,584–30,840 steps)",107,324,418,139,254,414,139,254,414,53,99,225,53,99,225,79,146,282,
123,Cacnea,331,https://drive.google.com/file/d/17MWDyWjeNB3qJzJcDbdXILiCHz0dABkY/view?usp=drivesdk,10,,93,0.4 m (1′04″),51.3 kg (113.1 lbs),303,430,,1 Sp. Atk,"190 (24.8% with PokéBall, full HP)",35 (lower than normal),67,Medium Slow,9,10,"50% male, 50% female","20 (4,884–5,140 steps)",50,210,304,85,157,295,40,76,196,85,157,295,40,76,196,35,67,185,
124,Cacturne,332,https://drive.google.com/file/d/1NmSz4gNJcbaq0AkNdATls_V2krv4d0a1/view?usp=drivesdk,10,2,94,1.3 m (4′03″),77.4 kg (170.6 lbs),303,430,,"1 Attack, 1 Sp. Atk","60 (7.8% with PokéBall, full HP)",35 (lower than normal),166,Medium Slow,9,10,"50% male, 50% female","20 (4,884–5,140 steps)",70,250,344,115,211,361,60,112,240,115,211,361,60,112,240,55,103,229,
125,Calyrex,898,https://drive.google.com/file/d/1rL09NjVstQ3SVSNdhIhbTU9KgZ6j0sMb/view?usp=drivesdk,15,10,95,1.1 m (3′07″),7.7 kg (17.0 lbs),419,,,3 HP,"3 (0.4% with PokéBall, full HP)",100 (higher than normal),250,Slow,13,,Genderless,"120 (30,584–30,840 steps)",100,310,404,80,148,284,80,148,284,80,148,284,80,148,284,80,148,284,
126,Calyrex Ice Rider,898,https://drive.google.com/file/d/1zm96VJ6yMvTYBEdPJJX9xS6W0Gj5vyw9/view?usp=drivesdk,15,12,96,2.4 m (7′10″),809.1 kg (1783.8 lbs),18,,,3 Attack,"3 (0.4% with PokéBall, full HP)",100 (higher than normal),340,Slow,13,,Genderless,"120 (30,584–30,840 steps)",100,310,404,165,301,471,150,274,438,85,157,295,130,238,394,50,94,218,
127,Calyrex Shadow Rider,898,https://drive.google.com/file/d/1LfhrTnNfXHonLudtXg26MeTfZdIQ1Nco/view?usp=drivesdk,15,9,96,2.4 m (7′10″),53.6 kg (118.2 lbs),18,,,3 Sp. Atk,"3 (0.4% with PokéBall, full HP)",100 (higher than normal),340,Slow,13,,Genderless,"120 (30,584–30,840 steps)",100,310,404,85,157,295,80,148,284,165,301,471,100,184,328,150,274,438,
128,Camerupt,323,https://drive.google.com/file/d/1yYhIC1eccBSnDqqGGEEvVZOU9-uMnSQi/view?usp=drivesdk,7,11,97,1.9 m (6′03″),220.0 kg (485.0 lbs),196,343,10,"1 Attack, 1 Sp. Atk","150 (19.6% with PokéBall, full HP)",50 (normal),161,Medium Fast,7,,"50% male, 50% female","20 (4,884–5,140 steps)",70,250,344,100,184,328,70,130,262,105,193,339,75,139,273,40,76,196,
